Fz,C3,Cz,C4,Pz,PO7,Oz,PO8
178083.15625,172512.109375,202847.8125,200744.15625,159379.484375,158606.640625,153305.53125,168257.328125
178095.40625,172526.953125,202856.03125,200755.875,159409.078125,158614.78125,153313.578125,168266.796875
178100.3125,172534.546875,202858.984375,200756.578125,159423.46875,158623.453125,153322.25,168271.890625
178109.171875,172539.65625,202865.0625,200761.140625,159419.71875,158632.390625,153335.828125,168282.890625
178124.015625,172552.875,202875.53125,200771.78125,159417.296875,158643.125,153360.78125,168303.546875
178135.1875,172555.46875,202883.578125,200782.6875,159433.75,158661.8125,153373.921875,168318.296875
178148.15625,172566.921875,202892.96875,200789.65625,159461.015625,158669.9375,153366.140625,168317.40625
178156.015625,172576.3125,202901.453125,200798.6875,159482.75,158679.78125,153390.28125,168341.1875
178149.578125,172565.84375,202889.75,200788.328125,159460.84375,158668.25,153378.21875,168330.09375
178156.015625,172573.890625,202892.515625,200789.75,159446.890625,158673.4375,153373.828125,168320.53125
178171.578125,172596.6875,202907.265625,200804.859375,159467.1875,158692.125,153402.359375,168344.9375
178195.0,172616.546875,202928.015625,200825.421875,159509.296875,158719.125,153433.109375,168376.6875
178210.46875,172619.484375,202936.140625,200831.5,159520.109375,158720.90625,153408.96875,168361.03125
178208.59375,172621.28125,202930.0625,200823.640625,159498.5625,158708.125,153387.328125,168344.671875
178225.046875,172644.25,202946.96875,200841.078125,159504.65625,158735.84375,153429.796875,168372.84375
178250.25,172667.6875,202970.484375,200869.59375,159536.390625,158765.34375,153467.890625,168405.46875
178257.5,172667.0625,202973.515625,200870.9375,159556.859375,158758.453125,153439.375,168411.90625
178256.6875,172661.25,202969.765625,200867.71875,159563.203125,158748.4375,153435.875,168415.84375
178268.84375,172675.640625,202979.234375,200879.703125,159561.78125,158765.15625,153463.953125,168430.59375
178278.78125,172687.171875,202987.203125,200887.5625,159555.15625,158783.3125,153479.609375,168439.625
178310.421875,172713.546875,203014.734375,200910.984375,159584.84375,158809.6875,153503.203125,168463.140625
178329.640625,172729.640625,203030.46875,200924.3125,159619.265625,158820.59375,153521.625,168479.328125
178328.125,172735.90625,203031.8125,200921.71875,159630.265625,158821.9375,153519.75,168473.515625
178340.46875,172749.84375,203044.421875,200937.1875,159636.171875,158836.78125,153542.28125,168489.421875
178358.078125,172771.03125,203059.96875,200953.71875,159639.65625,158858.140625,153557.46875,168505.609375
178363.796875,172780.6875,203067.671875,200961.765625,159655.296875,158869.328125,153573.03125,168525.90625
178361.390625,172776.578125,203063.734375,200960.703125,159670.859375,158869.328125,153572.578125,168527.78125
178364.96875,172783.109375,203063.015625,200957.75,159675.859375,158868.96875,153561.765625,168515.359375
178370.78125,172800.984375,203065.078125,200959.265625,159666.5625,158872.8125,153571.59375,168522.234375
178381.765625,172802.859375,203070.34375,200976.25,159663.4375,158890.0625,153601.734375,168547.890625
178388.828125,172796.515625,203072.671875,200978.84375,159678.359375,158906.15625,153628.015625,168571.40625
178389.640625,172801.25,203071.0625,200972.765625,159691.421875,158906.421875,153605.75,168553.171875
178381.953125,172803.671875,203062.390625,200963.375,159692.671875,158903.125,153597.796875,168538.6875
178391.421875,172806.4375,203069.0,200979.125,159697.671875,158916.703125,153638.03125,168574.0
178402.609375,172819.578125,203077.59375,200990.296875,159693.296875,158928.421875,153651.53125,168584.640625
178397.0625,172814.125,203065.96875,200974.46875,159679.171875,158909.375,153604.6875,168544.59375
178396.515625,172813.59375,203066.5,200972.40625,159696.25,158898.109375,153577.40625,168540.921875
178420.03125,172841.9375,203094.125,201000.578125,159736.84375,158931.015625,153638.828125,168587.234375
178444.171875,172873.859375,203119.34375,201024.453125,159751.40625,158967.40625,153673.078125,168606.90625
178468.40625,172894.953125,203137.9375,201038.390625,159751.328125,158976.96875,153669.0625,168620.3125
178474.3125,172895.671875,203137.9375,201039.109375,159755.609375,158978.046875,153664.671875,168624.875
178489.421875,172913.640625,203153.046875,201055.65625,159790.578125,158993.59375,153682.46875,168642.484375
178487.625,172909.96875,203151.265625,201048.671875,159803.53125,159002.546875,153692.65625,168648.84375
178487.546875,172908.09375,203147.5,201045.8125,159793.515625,159004.328125,153702.5,168653.21875
178502.296875,172927.9375,203159.125,201058.953125,159790.65625,159018.625,153717.515625,168665.46875
178514.8125,172934.65625,203167.703125,201069.421875,159803.171875,159028.828125,153728.515625,168678.15625
178518.46875,172934.375,203169.859375,201073.078125,159828.75,159033.46875,153739.234375,168688.53125
178514.8125,172936.078125,203167.625,201069.78125,159838.140625,159036.0625,153740.046875,168689.875
178523.65625,172947.96875,203172.265625,201072.90625,159830.09375,159040.0,153742.71875,168688.984375
178535.1875,172958.875,203180.40625,201082.65625,159824.1875,159050.1875,153761.59375,168704.890625
178542.34375,172960.046875,203185.859375,201085.875,159835.984375,159064.234375,153768.203125,168713.296875
178558.078125,172984.265625,203202.046875,201103.390625,159878.1875,159086.140625,153803.078125,168750.40625
178560.40625,172990.34375,203202.484375,201107.859375,159889.90625,159086.578125,153795.5625,168749.953125
178557.359375,172979.171875,203193.8125,201097.21875,159863.703125,159074.515625,153756.234375,168708.109375
178574.890625,172990.703125,203207.859375,201111.265625,159861.375,159098.03125,153782.421875,168717.953125
178598.21875,173019.40625,203232.4375,201132.984375,159895.453125,159132.625,153839.109375,168762.5625
178612.53125,173042.390625,203245.671875,201148.984375,159931.125,159152.109375,153863.421875,168787.6875
178606.265625,173033.53125,203237.890625,201141.84375,159932.1875,159129.59375,153830.609375,168785.984375
178598.578125,173018.421875,203226.8125,201136.03125,159907.34375,159113.9375,153802.359375,168759.796875
178606.1875,173028.34375,203229.046875,201134.6875,159893.125,159119.03125,153805.21875,168759.609375
178611.09375,173033.625,203231.28125,201136.296875,159900.984375,159125.5625,153816.75,168770.515625
178608.5,173033.71875,203228.421875,201135.40625,159917.171875,159125.390625,153811.484375,168766.046875
178610.296875,173034.703125,203228.6875,201134.6875,159926.46875,159124.84375,153813.625,168768.28125
178648.5625,173065.453125,203263.828125,201170.09375,159951.859375,159165.078125,153862.171875,168808.96875
178670.375,173091.109375,203285.546875,201191.1875,159960.625,159193.78125,153888.90625,168832.84375
178677.96875,173102.015625,203292.4375,201196.203125,159970.09375,159202.453125,153895.703125,168839.90625
178676.90625,173106.9375,203290.90625,201195.65625,159991.109375,159204.6875,153896.59375,168840.96875
178668.953125,173103.984375,203282.328125,201189.21875,159995.84375,159199.6875,153893.375,168838.015625
178677.078125,173106.765625,203285.546875,201190.390625,159988.515625,159206.65625,153901.953125,168845.4375
178681.90625,173098.984375,203286.265625,201192.890625,159973.046875,159209.515625,153902.234375,168850.359375
178689.78125,173112.921875,203294.21875,201199.140625,159984.140625,159219.265625,153912.15625,168860.375
178697.28125,173132.515625,203303.25,201209.34375,160015.078125,159222.125,153927.625,168874.671875
178697.109375,173128.9375,203302.265625,201209.15625,160030.890625,159229.8125,153934.859375,168882.28125
178695.59375,173119.0,203297.984375,201205.765625,160019.359375,159232.671875,153935.671875,168883.359375
178711.953125,173134.03125,203311.125,201224.546875,160019.640625,159256.015625,153972.953125,168902.9375
178731.53125,173158.96875,203333.375,201241.890625,160050.65625,159294.453125,154023.015625,168946.390625
178739.125,173159.234375,203335.265625,201240.1875,160064.25,159272.1875,153971.421875,168922.25
178718.828125,173139.75,203310.5,201213.90625,160042.515625,159222.03125,153905.09375,168876.640625
178714.8125,173126.421875,203305.125,201215.421875,160032.5,159224.359375,153921.1875,168886.84375
178752.625,173166.390625,203340.4375,201250.28125,160054.5,159267.265625,153985.28125,168942.359375
178767.390625,173188.296875,203352.96875,201257.703125,160066.03125,159288.109375,153981.71875,168935.828125
178780.25,173202.515625,203363.515625,201267.28125,160095.546875,159298.5625,153984.390625,168942.1875
178780.25,173205.640625,203361.984375,201266.734375,160108.0625,159299.8125,153996.015625,168950.765625
178786.96875,173213.78125,203365.203125,201267.546875,160102.0625,159311.0,154006.5625,168951.75
178793.40625,173230.859375,203370.84375,201274.421875,160094.203125,159323.0625,154022.296875,168968.375
178795.546875,173241.234375,203375.3125,201281.140625,160104.75,159341.390625,154038.484375,168984.03125
178802.78125,173233.71875,203379.875,201291.140625,160126.46875,159337.375,154029.984375,168985.546875
178805.109375,173227.8125,203377.28125,201290.515625,160132.640625,159324.046875,154016.484375,168970.703125
178820.765625,173244.171875,203387.828125,201295.265625,160134.875,159342.28125,154035.09375,168984.828125
178840.15625,173266.625,203404.109375,201311.265625,160133.71875,159363.5625,154056.984375,169006.828125
178833.28125,173259.5625,203396.765625,201306.34375,160131.578125,159363.390625,154057.078125,169006.28125
178830.59375,173255.265625,203391.3125,201304.375,160148.109375,159353.90625,154056.453125,169006.828125
178835.515625,173263.046875,203394.09375,201308.578125,160162.140625,159352.828125,154061.734375,169012.8125
178836.21875,173257.671875,203391.859375,201309.296875,160153.75,159362.046875,154076.21875,169023.984375
178840.609375,173264.296875,203392.75,201308.84375,160139.4375,159370.890625,154082.921875,169022.828125
178851.25,173273.6875,203400.96875,201316.0,160150.078125,159382.515625,154087.21875,169025.59375
178851.421875,173275.296875,203401.6875,201314.484375,160170.640625,159385.46875,154087.65625,169029.171875
178848.296875,173275.296875,203396.328125,201307.328125,160176.09375,159378.765625,154078.453125,169023.8125
178869.125,173299.609375,203413.9375,201321.90625,160187.0,159394.859375,154115.375,169049.921875
178883.4375,173308.8125,203424.84375,201335.140625,160179.765625,159408.53125,154115.28125,169053.5
178889.953125,173309.625,203426.28125,201336.390625,160176.71875,159400.671875,154089.453125,169047.0625
178902.828125,173320.890625,203440.3125,201354.8125,160211.046875,159418.546875,154107.421875,169063.6875
178894.78125,173316.421875,203434.40625,201345.859375,160222.5,159424.890625,154108.84375,169065.65625
178883.96875,173300.5,203420.828125,201330.578125,160197.640625,159395.9375,154103.3125,169054.921875
178895.40625,173316.0625,203430.296875,201342.921875,160191.390625,159411.578125,154122.53125,169069.40625
178927.875,173360.859375,203464.0,201372.953125,160226.34375,159449.9375,154159.546875,169102.125
178931.890625,173357.09375,203465.609375,201375.375,160249.40625,159462.453125,154163.75,169107.671875
178926.609375,173347.4375,203459.171875,201368.9375,160257.71875,159457.703125,154161.15625,169104.453125
178933.59375,173360.3125,203467.765625,201377.609375,160259.15625,159464.0625,154185.734375,169123.765625
178938.15625,173365.59375,203471.34375,201381.71875,160243.59375,159466.46875,154171.875,169120.640625
178951.109375,173375.25,203481.34375,201390.84375,160251.46875,159471.125,154172.234375,169120.546875
178961.75,173383.734375,203491.546875,201403.4375,160283.109375,159482.390625,154197.0,169142.90625
178953.796875,173382.21875,203484.21875,201392.265625,160291.4375,159488.203125,154191.109375,169136.828125
178956.03125,173398.671875,203485.640625,201389.046875,160284.09375,159494.28125,154193.875,169132.078125
178959.96875,173400.1875,203487.703125,201397.625,160274.359375,159498.296875,154211.484375,169147.109375
178954.78125,173379.625,203480.28125,201398.078125,160275.875,159502.0625,154231.78125,169163.015625
178961.125,173394.03125,203482.515625,201390.65625,160288.921875,159496.953125,154186.453125,169143.078125
178976.6875,173408.59375,203493.6875,201398.4375,160309.3125,159507.6875,154183.140625,169142.90625
178983.21875,173415.484375,203495.921875,201406.75,160309.484375,159524.671875,154224.359375,169175.796875
178981.953125,173412.703125,203491.0,201404.96875,160292.234375,159530.75,154245.734375,169184.203125
178983.390625,173414.5,203486.171875,201398.25,160280.796875,159508.84375,154202.640625,169159.4375
178971.140625,173398.140625,203472.40625,201386.09375,160283.734375,159490.96875,154177.953125,169138.25
178980.703125,173404.578125,203482.6875,201396.921875,160308.859375,159506.34375,154203.078125,169157.921875
179009.59375,173437.296875,203511.84375,201425.265625,160332.46875,159544.875,154246.890625,169192.078125
179031.40625,173459.734375,203533.109375,201444.484375,160338.1875,159572.234375,154272.015625,169213.078125
179026.84375,173457.859375,203528.109375,201439.65625,160332.921875,159558.03125,154254.84375,169207.90625
179025.5,173461.96875,203528.375,201438.84375,160354.015625,159564.734375,154257.703125,169213.078125
179027.640625,173453.390625,203525.96875,201439.65625,160367.515625,159562.234375,154266.203125,169215.59375
179032.921875,173461.96875,203528.203125,201442.78125,160363.40625,159574.125,154275.234375,169222.203125
179047.140625,173479.671875,203539.828125,201455.921875,160359.5625,159593.96875,154289.453125,169233.5625
179046.78125,173486.015625,203538.03125,201451.359375,160358.03125,159583.59375,154294.015625,169235.703125
179047.234375,173485.671875,203538.296875,201444.84375,160379.3125,159592.265625,154300.890625,169242.953125
179046.875,173474.40625,203538.390625,201453.421875,160394.96875,159592.171875,154306.078125,169252.15625
179043.109375,173478.6875,203537.40625,201451.09375,160387.453125,159594.953125,154317.609375,169261.09375
179048.5625,173489.59375,203540.453125,201450.109375,160371.359375,159595.046875,154303.390625,169245.984375
179061.265625,173499.34375,203552.515625,201465.3125,160386.203125,159607.90625,154318.328125,169259.75
179067.609375,173506.859375,203558.6875,201471.84375,160412.21875,159619.625,154326.203125,169271.5625
179068.859375,173510.4375,203558.328125,201469.515625,160425.359375,159618.828125,154334.421875,169273.4375
179060.375,173499.53125,203547.515625,201462.453125,160406.859375,159611.9375,154321.09375,169262.171875
179065.109375,173499.4375,203547.15625,201462.1875,160383.875,159610.328125,154291.78125,169247.15625
179082.546875,173517.140625,203564.671875,201477.109375,160401.765625,159629.546875,154327.0,169275.3125
179108.109375,173543.515625,203589.625,201498.65625,160445.390625,159657.453125,154348.015625,169300.078125
179108.296875,173543.875,203588.015625,201497.046875,160458.0,159659.59375,154352.125,169304.453125
179104.0,173537.875,203578.53125,201490.4375,160441.640625,159650.375,154353.46875,169303.125
179114.546875,173544.671875,203583.1875,201501.25,160427.953125,159651.1875,154352.125,169306.515625
179130.28125,173568.359375,203597.484375,201506.703125,160442.890625,159678.28125,154374.828125,169321.625
179127.6875,173563.265625,203592.578125,201504.203125,160460.046875,159678.28125,154381.359375,169325.109375
179132.96875,173569.53125,203595.796875,201511.171875,160475.4375,159674.25,154374.921875,169327.609375
179141.109375,173572.03125,203599.640625,201514.3125,160469.53125,159677.390625,154381.09375,169328.421875
179142.453125,173562.734375,203596.15625,201513.328125,160453.171875,159684.796875,154398.265625,169335.84375
179146.921875,173569.171875,203595.875,201511.53125,160449.765625,159676.3125,154383.953125,169333.96875
179147.265625,173567.828125,203593.015625,201506.625,160459.875,159664.421875,154353.109375,169314.921875
179154.34375,173578.921875,203601.515625,201516.0,160483.75,159680.0625,154378.953125,169332.796875
179152.09375,173574.09375,203597.3125,201518.515625,160478.46875,159684.984375,154402.375,169350.5
179152.734375,173577.671875,203594.546875,201511.796875,160459.34375,159685.15625,154393.875,169349.4375
179145.578125,173568.546875,203584.265625,201503.21875,160443.875,159668.359375,154354.53125,169318.3125
179140.84375,173567.5625,203579.703125,201500.1875,160460.140625,159669.0625,154360.0,169323.6875
179152.640625,173578.109375,203591.5,201510.640625,160486.6875,159682.03125,154380.015625,169334.5
179173.921875,173599.03125,203611.53125,201529.59375,160497.421875,159701.96875,154393.078125,169340.671875
179185.09375,173617.71875,203621.546875,201531.65625,160491.25,159713.59375,154413.09375,169360.875
179191.4375,173615.484375,203625.75,201541.046875,160497.515625,159727.265625,154428.203125,169378.3125
179205.484375,173634.171875,203640.765625,201557.40625,160535.421875,159748.640625,154452.890625,169399.5
179218.890625,173649.640625,203652.65625,201567.953125,160561.078125,159760.359375,154454.765625,169404.859375
179213.25,173639.53125,203646.125,201562.671875,160549.09375,159756.59375,154454.234375,169405.578125
179215.9375,173646.0625,203647.640625,201565.359375,160536.578125,159763.03125,154472.46875,169415.765625
179223.265625,173658.671875,203655.78125,201575.375,160545.171875,159777.078125,154482.125,169425.15625
179228.1875,173664.390625,203657.21875,201573.859375,160561.171875,159768.9375,154470.5,169420.234375
179221.296875,173662.609375,203651.3125,201565.625,160570.828125,159765.453125,154464.6875,169413.09375
179216.828125,173648.65625,203647.109375,201563.125,160562.6875,159773.578125,154468.078125,169413.359375
179225.953125,173659.109375,203653.1875,201569.828125,160550.4375,159773.046875,154474.515625,169420.421875
179240.703125,173675.828125,203664.71875,201580.921875,160558.046875,159775.46875,154487.578125,169437.046875
179245.359375,173672.265625,203663.828125,201582.796875,160574.40625,159780.015625,154489.984375,169436.875
179246.34375,173673.953125,203660.875,201583.78125,160587.546875,159780.734375,154498.21875,169441.078125
179246.15625,173676.90625,203656.765625,201580.46875,160577.0,159780.734375,154491.78125,169435.265625
179250.09375,173690.40625,203659.1875,201574.125,160565.46875,159796.390625,154500.453125,169435.265625
179261.265625,173688.53125,203666.0625,201583.78125,160572.96875,159813.109375,154511.53125,169443.578125
179268.859375,173695.765625,203674.375,201593.515625,160599.265625,159811.9375,154528.25,169464.046875
179256.890625,173680.9375,203660.96875,201584.40625,160598.09375,159783.78125,154497.765625,169452.25
179251.96875,173677.4375,203651.484375,201572.421875,160575.46875,159776.796875,154466.296875,169424.078125
179255.015625,173678.25,203649.796875,201571.796875,160555.09375,159777.875,154463.96875,169428.5625
179254.5625,173678.0625,203648.1875,201569.203125,160555.359375,159785.296875,154485.25,169443.046875
179260.1875,173688.796875,203652.203125,201569.46875,160575.03125,159787.359375,154473.546875,169429.1875
179267.703125,173692.546875,203658.46875,201577.25,160597.203125,159793.171875,154480.328125,169436.328125
179267.34375,173692.46875,203659.1875,201578.5,160593.265625,159795.046875,154505.1875,169449.828125
179307.578125,173734.390625,203697.984375,201619.71875,160617.9375,159840.46875,154553.015625,169495.609375
179311.515625,173732.34375,203698.515625,201621.59375,160617.765625,159844.84375,154548.28125,169498.921875
179307.9375,173733.234375,203694.9375,201616.328125,160628.5,159836.34375,154541.125,169491.140625
179306.5,173730.546875,203692.171875,201615.609375,160643.0625,159838.046875,154546.046875,169492.75
179307.40625,173732.25,203690.65625,201614.890625,160638.328125,159844.125,154552.21875,169496.59375
179321.171875,173749.5,203701.203125,201622.9375,160631.359375,159865.578125,154564.46875,169507.5
179329.578125,173762.65625,203708.984375,201632.0625,160635.203125,159866.5625,154572.609375,169514.828125
179327.96875,173753.625,203706.828125,201631.96875,160655.046875,159868.71875,154581.1875,169526.015625
179326.265625,173748.875,203702.90625,201629.546875,160671.328125,159867.46875,154591.640625,169535.578125
179319.03125,173744.234375,203693.515625,201622.21875,160654.328125,159857.984375,154573.3125,169516.796875
179317.59375,173744.5,203690.921875,201617.03125,160633.953125,159860.484375,154563.484375,169507.234375
179324.5625,173759.875,203699.765625,201624.546875,160642.796875,159877.03125,154582.53125,169522.609375
179328.5,173767.203125,203704.78125,201631.34375,160668.640625,159882.75,154601.125,169543.078125
179326.890625,173764.796875,203701.109375,201624.640625,160677.484375,159875.421875,154587.625,169532.359375
179334.484375,173772.578125,203708.09375,201632.328125,160679.640625,159884.984375,154617.390625,169552.5625
179341.015625,173777.046875,203710.328125,201633.21875,160661.21875,159890.34375,154593.4375,169536.46875
179340.390625,173762.109375,203702.453125,201624.640625,160644.5,159873.359375,154549.53125,169505.453125
179344.5,173771.140625,203707.28125,201629.90625,160667.828125,159877.65625,154564.203125,169517.25
179347.28125,173780.984375,203710.59375,201634.109375,160690.09375,159887.3125,154585.921875,169532.625
179344.5,173773.46875,203705.21875,201633.671875,160684.375,159890.625,154597.90625,169541.390625
179342.1875,173775.078125,203702.8125,201634.015625,160668.8125,159898.484375,154605.421875,169545.5
179351.65625,173778.46875,203708.984375,201641.4375,160670.875,159905.640625,154603.8125,169549.609375
179353.359375,173784.546875,203710.765625,201633.671875,160688.84375,159904.03125,154604.25,169553.28125
179354.515625,173784.734375,203710.765625,201635.546875,160703.59375,159905.015625,154604.15625,169553.375
179367.9375,173794.203125,203716.3125,201643.953125,160699.578125,159898.84375,154600.765625,169557.03125
179396.984375,173821.75,203740.1875,201667.015625,160704.671875,159920.296875,154632.6875,169584.578125
179397.703125,173825.765625,203740.453125,201668.4375,160703.6875,159927.453125,154641.984375,169592.34375
179392.609375,173823.359375,203733.828125,201662.28125,160715.84375,159926.109375,154637.6875,169586.71875
179390.734375,173821.75,203728.828125,201658.609375,160726.75,159925.75,154629.734375,169579.46875
179396.984375,173824.875,203734.46875,201669.421875,160729.96875,159938.359375,154647.53125,169596.375
179400.03125,173834.4375,203739.46875,201673.546875,160719.6875,159951.859375,154660.3125,169606.5625
179405.84375,173840.078125,203743.765625,201673.625,160723.171875,159960.984375,154673.09375,169619.34375
179408.609375,173837.578125,203743.046875,201676.578125,160738.734375,159959.90625,154669.609375,169619.265625
179410.578125,173838.28125,203741.796875,201673.09375,160749.375,159952.40625,154668.53125,169606.296875
179408.15625,173837.390625,203736.078125,201660.40625,160735.96875,159955.703125,154660.125,169597.984375
179403.78125,173826.390625,203726.234375,201653.6875,160705.296875,159931.03125,154625.890625,169581.703125
179411.296875,173819.0625,203730.609375,201663.265625,160707.078125,159937.375,154638.046875,169589.75
179431.046875,173847.140625,203752.96875,201679.890625,160747.9375,159958.84375,154665.859375,169614.078125
179438.375,173864.9375,203762.890625,201682.03125,160771.546875,159966.890625,154666.84375,169619.0
179441.875,173866.265625,203766.203125,201690.34375,160770.734375,159972.609375,154679.71875,169630.890625
179439.453125,173863.59375,203763.78125,201691.25,160755.625,159978.140625,154696.34375,169640.546875
179444.1875,173871.1875,203766.296875,201691.15625,160752.953125,159983.15625,154690.171875,169632.3125
179444.375,173866.890625,203763.34375,201685.34375,160762.0625,159976.1875,154662.359375,169618.28125
179437.40625,173856.703125,203756.640625,201683.28125,160775.921875,159969.125,154668.09375,169627.671875
179453.671875,173877.265625,203771.03125,201695.796875,160788.09375,159992.71875,154702.0625,169648.9375
179467.796875,173895.59375,203783.375,201707.609375,160785.3125,160013.828125,154724.953125,169664.859375
179469.40625,173893.546875,203783.015625,201705.1875,160778.515625,160007.03125,154714.140625,169661.015625
179467.4375,173890.59375,203778.265625,201699.921875,160785.046875,159995.578125,154694.640625,169649.03125
179460.90625,173887.546875,203771.5625,201696.875,160797.03125,159994.78125,154699.5625,169648.9375
179454.828125,173889.34375,203769.328125,201701.96875,160796.765625,160014.265625,154719.5,169666.203125
179466.015625,173899.359375,203777.46875,201713.234375,160790.140625,160027.40625,154735.765625,169683.90625
179469.3125,173903.828125,203776.390625,201708.671875,160781.828125,160009.078125,154725.3125,169668.703125
179469.40625,173893.984375,203772.90625,201701.25,160795.6875,160011.59375,154723.515625,169667.890625
179471.828125,173897.65625,203775.140625,201706.171875,160811.78125,160008.90625,154717.703125,169674.609375
179477.90625,173908.03125,203781.84375,201709.21875,160811.328125,160014.53125,154727.984375,169682.03125
179486.125,173920.625,203786.046875,201711.1875,160797.921875,160020.53125,154731.65625,169677.90625
179489.796875,173910.96875,203785.0625,201712.515625,160796.484375,160027.953125,154746.3125,169690.96875
179484.6875,173904.890625,203781.765625,201712.078125,160813.828125,160030.359375,154759.46875,169700.171875
179486.03125,173909.90625,203779.609375,201708.328125,160823.84375,160028.125,154735.328125,169671.46875
179476.296875,173901.859375,203765.578125,201692.234375,160802.921875,160007.109375,154703.84375,169662.171875
179472.984375,173896.765625,203757.53125,201686.59375,160776.734375,159998.625,154693.125,169655.296875
179499.984375,173919.921875,203782.46875,201710.5625,160796.578125,160024.015625,154708.40625,169673.703125
179523.671875,173948.890625,203810.1875,201735.40625,160845.75,160060.9375,154750.34375,169710.90625
179528.328125,173952.546875,203814.484375,201740.328125,160868.28125,160069.96875,154764.921875,169715.8125
179530.375,173955.328125,203814.390625,201739.609375,160863.90625,160074.265625,154769.921875,169716.359375
179533.328125,173959.078125,203817.703125,201742.203125,160848.53125,160072.296875,154773.234375,169722.96875
179538.078125,173960.59375,203820.921875,201746.671875,160847.28125,160076.578125,154779.84375,169727.890625
179542.09375,173974.625,203827.4375,201752.21875,160869.625,160084.28125,154780.109375,169731.90625
179537.453125,173965.953125,203822.265625,201747.390625,160882.140625,160077.21875,154777.25,169733.078125
179531.1875,173966.578125,203815.28125,201740.5,160875.609375,160087.046875,154780.109375,169733.96875
179535.921875,173976.234375,203818.859375,201745.96875,160865.15625,160091.25,154795.9375,169744.703125
179531.8125,173968.90625,203815.90625,201745.875,160862.296875,160091.78125,154806.046875,169754.796875
179527.515625,173965.78125,203812.421875,201741.40625,160876.0625,160087.578125,154801.65625,169747.46875
179519.5625,173964.96875,203804.46875,201734.78125,160887.6875,160086.0625,154794.6875,169738.53125
179521.984375,173972.9375,203808.484375,201742.828125,160894.390625,160099.65625,154836.4375,169769.90625
179531.640625,173980.0,203813.859375,201748.90625,160881.34375,160106.53125,154837.96875,169777.78125
179533.0625,173978.65625,203807.5,201739.078125,160859.515625,160090.265625,154776.984375,169726.90625
179534.5,173969.984375,203806.875,201736.84375,160872.9375,160089.8125,154776.265625,169725.75
179530.828125,173971.0625,203804.28125,201736.484375,160889.03125,160088.46875,154782.4375,169732.984375
179527.34375,173968.828125,203799.90625,201736.9375,160887.6875,160095.546875,154805.859375,169749.34375
179548.078125,173993.140625,203816.171875,201754.09375,160891.34375,160122.09375,154847.53125,169782.609375
179561.671875,174002.53125,203821.8125,201759.375,160887.234375,160122.8125,154828.84375,169767.765625
179552.015625,173995.015625,203809.203125,201752.9375,160889.828125,160108.5,154786.640625,169746.84375
179532.078125,173985.265625,203790.078125,201730.671875,160890.015625,160091.78125,154773.046875,169737.640625
179528.765625,173970.4375,203785.875,201723.96875,160886.171875,160094.203125,154793.078125,169747.109375
179549.78125,173985.890625,203804.921875,201744.890625,160886.4375,160110.46875,154817.671875,169766.78125
179561.3125,173999.84375,203815.640625,201753.921875,160891.265625,160120.484375,154833.578125,169780.109375
179564.890625,174002.890625,203818.5,201755.609375,160908.0625,160122.890625,154831.796875,169778.765625
179572.140625,174010.9375,203824.765625,201759.28125,160928.8125,160126.65625,154832.234375,169778.765625
179583.125,174016.203125,203832.0,201767.953125,160932.921875,160133.1875,154845.296875,169790.5625
179595.03125,174027.375,203839.96875,201773.140625,160925.953125,160147.9375,154864.34375,169804.953125
179598.875,174028.1875,203839.421875,201776.0,160920.3125,160149.625,154870.78125,169811.03125
179591.0,174022.46875,203830.3125,201767.6875,160927.375,160144.984375,154857.28125,169799.59375
179586.53125,174024.4375,203827.890625,201763.390625,160939.09375,160138.8125,154844.671875,169793.96875
179582.859375,174024.796875,203823.15625,201756.515625,160930.875,160130.671875,154834.65625,169783.859375
179594.484375,174026.578125,203832.984375,201769.65625,160929.53125,160151.15625,154872.390625,169813.90625
179605.125,174040.34375,203845.328125,201783.15625,160941.859375,160175.203125,154902.515625,169834.546875
179617.90625,174057.15625,203856.328125,201790.75,160961.71875,160182.796875,154890.265625,169825.796875
179614.0625,174048.296875,203849.4375,201783.421875,160965.46875,160160.0,154851.734375,169808.265625
179618.359375,174056.53125,203856.953125,201796.65625,160975.9375,160181.546875,154893.484375,169833.65625
179613.703125,174047.59375,203850.515625,201791.46875,160955.015625,160181.640625,154893.03125,169836.515625
179607.453125,174037.484375,203836.65625,201771.796875,160927.921875,160145.15625,154846.453125,169806.484375
179603.0625,174039.90625,203833.078125,201765.984375,160935.34375,160135.328125,154827.140625,169789.140625
179608.4375,174042.671875,203839.0625,201775.640625,160963.328125,160153.46875,154857.1875,169809.25
179606.828125,174039.71875,203836.125,201775.375,160958.671875,160158.75,154861.125,169811.578125
179604.40625,174035.96875,203830.578125,201770.453125,160937.9375,160154.90625,154858.34375,169806.484375
179624.078125,174056.703125,203847.203125,201786.109375,160950.53125,160170.734375,154881.0625,169826.6875
179644.828125,174079.953125,203868.390625,201805.953125,160988.8125,160194.6875,154910.828125,169855.296875
179629.53125,174069.140625,203852.921875,201788.515625,160989.96875,160177.609375,154892.140625,169841.609375
179618.890625,174057.328125,203840.59375,201774.296875,160972.625,160172.703125,154878.015625,169825.34375
179631.5,174067.171875,203849.171875,201782.703125,160962.25,160183.78125,154890.71875,169835.53125
179633.640625,174070.203125,203850.421875,201786.015625,160958.859375,160193.4375,154901.265625,169841.96875
