Fz,C3,Cz,C4,Pz,PO7,Oz,PO8
179637.671875,174072.796875,203850.6875,201786.90625,160973.421875,160188.96875,154894.203125,169837.140625
179625.78125,174060.546875,203836.46875,201773.046875,160978.078125,160172.15625,154883.65625,169828.390625
179623.015625,174055.8125,203834.15625,201774.390625,160976.828125,160174.578125,154897.953125,169841.34375
179638.921875,174081.46875,203851.40625,201789.765625,160979.0625,160200.5,154922.984375,169861.109375
179652.6875,174083.34375,203859.453125,201800.046875,160983.625,160215.4375,154937.734375,169871.65625
179666.640625,174099.71875,203872.78125,201817.9375,161014.90625,160227.5,154966.796875,169901.25
179653.5,174086.21875,203856.234375,201795.21875,161010.703125,160205.328125,154916.1875,169859.9375
179645.359375,174078.25,203843.890625,201780.296875,160995.59375,160193.890625,154895.359375,169841.171875
179648.84375,174086.390625,203848.90625,201788.515625,160990.328125,160209.625,154929.609375,169865.3125
179663.234375,174103.015625,203864.109375,201804.171875,160997.75,160225.625,154939.53125,169883.09375
179677.640625,174113.484375,203875.359375,201811.765625,161016.703125,160223.296875,154922.546875,169879.078125
179675.3125,174114.28125,203871.96875,201804.96875,161028.765625,160216.5,154916.015625,169870.9375
179673.609375,174109.015625,203868.21875,201806.40625,161026.984375,160219.71875,154938.453125,169881.578125
179679.953125,174108.65625,203871.078125,201814.453125,161011.515625,160221.25,154943.640625,169890.34375
179687.109375,174118.9375,203875.90625,201814.453125,161003.015625,160218.921875,154926.125,169871.828125
179685.0625,174122.0625,203874.828125,201812.921875,161020.0,160217.84375,154932.015625,169878.71875
179682.015625,174107.9375,203869.734375,201809.0,161036.375,160223.65625,154934.796875,169881.3125
179678.796875,174106.421875,203865.171875,201803.265625,161029.21875,160219.375,154935.5,169878.71875
179685.0625,174113.75,203867.859375,201806.75,161012.5,160227.328125,154938.015625,169876.65625
179694.359375,174125.109375,203875.359375,201815.15625,161014.015625,160233.140625,154943.546875,169889.625
179701.59375,174131.28125,203882.703125,201823.390625,161036.640625,160236.890625,154946.234375,169904.109375
179695.34375,174120.640625,203875.90625,201817.84375,161049.515625,160235.734375,154943.109375,169900.890625
179707.40625,174135.125,203887.078125,201832.78125,161059.53125,160250.125,154957.859375,169912.96875
179715.09375,174148.0,203890.484375,201830.265625,161047.359375,160263.984375,154971.890625,169921.640625
179706.0625,174142.359375,203880.015625,201821.0625,161033.953125,160258.96875,154969.921875,169915.734375
179697.484375,174131.0,203871.875,201814.984375,161039.234375,160247.625,154966.796875,169910.015625
179697.84375,174131.71875,203872.953125,201817.3125,161060.515625,160252.0,154969.75,169913.765625
179722.875,174156.9375,203896.015625,201836.796875,161080.625,160274.53125,154994.515625,169938.265625
179726.265625,174161.9375,203896.015625,201835.453125,161059.609375,160273.8125,154986.375,169925.484375
179727.875,174167.84375,203895.84375,201834.828125,161053.984375,160281.78125,154998.453125,169932.625
179734.5,174171.859375,203899.59375,201838.40625,161073.46875,160293.21875,155005.421875,169936.203125
179723.859375,174157.734375,203885.921875,201822.5,161077.234375,160283.03125,154974.671875,169912.875
179721.71875,174155.765625,203882.703125,201821.421875,161075.890625,160276.40625,154984.59375,169928.34375
179735.921875,174168.46875,203892.265625,201832.234375,161066.859375,160278.203125,154999.4375,169934.953125
179738.078125,174175.890625,203893.421875,201832.15625,161059.171875,160280.96875,154994.515625,169923.78125
179736.109375,174172.3125,203894.328125,201834.65625,161077.234375,160288.84375,155002.65625,169935.046875
179733.78125,174169.8125,203895.125,201833.84375,161098.5,160297.421875,155011.6875,169943.890625
179736.734375,174175.625,203898.703125,201839.65625,161096.625,160300.546875,155005.421875,169934.78125
179753.1875,174187.78125,203909.78125,201847.609375,161086.4375,160300.90625,155001.578125,169944.078125
179756.84375,174191.984375,203910.328125,201846.09375,161081.25,160302.34375,155014.09375,169958.296875
179753.90625,174188.578125,203907.640625,201848.78125,161096.546875,160306.71875,155025.984375,169965.625
179737.71875,174176.875,203889.578125,201827.859375,161094.3125,160292.6875,154991.65625,169930.578125
179724.9375,174158.71875,203875.71875,201817.046875,161080.453125,160279.09375,154982.890625,169925.84375
179750.0625,174186.796875,203897.09375,201838.3125,161084.109375,160299.921875,155007.296875,169955.078125
179769.09375,174202.265625,203912.5625,201856.640625,161093.046875,160314.40625,155027.59375,169978.40625
179765.796875,174191.71875,203907.828125,201854.234375,161104.3125,160309.046875,155023.484375,169975.28125
179757.75,174188.765625,203899.421875,201846.71875,161116.203125,160308.421875,155017.484375,169965.984375
179752.296875,174185.09375,203892.890625,201839.484375,161111.03125,160316.015625,155020.796875,169963.828125
179755.6875,174185.1875,203894.328125,201842.078125,161094.03125,160316.28125,155018.296875,169962.9375
179766.0625,174191.796875,203901.5625,201850.203125,161090.453125,160311.546875,155027.0625,169969.734375
179776.4375,174204.140625,203910.6875,201858.4375,161110.578125,160312.171875,155032.78125,169975.375
179778.84375,174205.390625,203911.390625,201859.328125,161128.28125,160311.90625,155026.4375,169976.359375
179772.5,174200.296875,203904.953125,201854.234375,161122.640625,160309.671875,155027.234375,169976.0
179768.734375,174198.234375,203898.4375,201838.40625,161098.78125,160308.59375,155025.890625,169970.546875
179767.578125,174192.78125,203894.5,201840.640625,161089.5625,160309.140625,155024.015625,169964.546875
179769.28125,174196.8125,203895.578125,201845.296875,161108.078125,160313.0625,155033.140625,169974.03125
179785.28125,174218.171875,203909.96875,201859.15625,161141.25,160330.6875,155046.375,169989.765625
179787.703125,174225.15625,203909.515625,201857.546875,161139.453125,160334.796875,155044.765625,169979.390625
179782.59375,174219.96875,203903.53125,201852.265625,161118.890625,160339.796875,155061.03125,169984.75
179794.140625,174227.921875,203914.171875,201863.625,161125.515625,160357.59375,155082.046875,170005.3125
179809.875,174246.078125,203927.84375,201871.046875,161145.171875,160360.984375,155056.65625,169991.640625
179813.53125,174250.71875,203930.890625,201873.984375,161168.25,160364.203125,155064.15625,169998.34375
179803.96875,174241.25,203920.15625,201868.09375,161164.84375,160371.984375,155093.125,170001.921875
179802.8125,174243.65625,203919.09375,201868.359375,161149.015625,160377.265625,155105.734375,170011.046875
179797.265625,174230.25,203909.515625,201855.3125,161124.171875,160349.546875,155050.921875,170006.296875
179783.84375,174206.640625,203889.3125,201834.5625,161107.8125,160308.6875,154989.0625,169955.15625
179782.78125,174214.6875,203888.234375,201833.40625,161126.484375,160310.390625,155000.421875,169955.15625
179779.921875,174219.25,203887.53125,201836.171875,161129.984375,160319.234375,155017.671875,169972.5
179788.046875,174221.3125,203893.421875,201845.296875,161123.8125,160336.9375,155041.8125,169987.265625
179810.40625,174245.53125,203914.609375,201867.734375,161139.09375,160362.859375,155072.46875,170013.359375
179804.953125,174234.625,203911.578125,201870.421875,161153.5,160364.125,155082.125,170021.40625
179806.5625,174238.921875,203914.4375,201864.515625,161174.765625,160361.96875,155084.71875,170024.90625
179805.046875,174237.484375,203910.234375,201858.4375,161165.734375,160353.484375,155068.09375,170009.796875
179811.390625,174242.578125,203912.296875,201864.421875,161149.921875,160361.609375,155076.234375,170013.90625
179813.796875,174242.234375,203911.75,201865.59375,161141.875,160365.640625,155085.0,170020.34375
179818.8125,174249.734375,203915.0625,201868.1875,161157.78125,160369.75,155089.28125,170026.15625
179815.953125,174248.03125,203911.21875,201865.59375,161172.265625,160368.046875,155083.390625,170025.609375
179818.265625,174250.625,203911.75,201865.59375,161171.109375,160367.96875,155085.0,170027.3125
179818.546875,174254.125,203912.203125,201866.390625,161158.671875,160377.0,155095.28125,170031.421875
179820.953125,174260.109375,203915.0625,201868.09375,161152.515625,160380.75,155099.921875,170035.1875
179824.0,174263.421875,203920.703125,201869.703125,161174.6875,160387.359375,155117.265625,170051.0
179825.15625,174266.09375,203924.09375,201874.34375,161201.59375,160398.453125,155142.484375,170068.171875
179834.015625,174278.703125,203929.375,201879.0,161205.96875,160401.765625,155149.90625,170072.28125
179835.796875,174274.0625,203924.1875,201872.203125,161173.515625,160384.859375,155093.9375,170033.578125
179833.03125,174258.046875,203915.78125,201864.6875,161151.96875,160371.09375,155061.484375,170007.46875
179839.28125,174265.921875,203923.5625,201875.6875,161177.1875,160387.71875,155100.8125,170032.671875
179834.71875,174267.625,203917.921875,201866.296875,161189.515625,160379.578125,155078.109375,170025.078125
179821.40625,174254.296875,203901.390625,201845.5625,161171.828125,160361.796875,155050.484375,169999.15625
179824.53125,174255.375,203901.921875,201847.4375,161156.890625,160372.703125,155067.734375,170007.203125
179837.859375,174265.296875,203913.90625,201861.03125,161161.8125,160383.515625,155094.828125,170027.140625
179838.84375,174267.0,203913.71875,201859.6875,161174.5,160381.828125,155086.515625,170027.40625
179845.984375,174279.78125,203920.609375,201867.90625,161201.953125,160385.390625,155102.96875,170042.25
179863.0625,174293.09375,203936.078125,201883.296875,161217.859375,160399.171875,155121.203125,170061.203125
179861.453125,174286.578125,203934.109375,201882.84375,161199.8125,160411.0625,155122.09375,170057.984375
179866.109375,174296.234375,203939.828125,201884.453125,161194.265625,160421.25,155129.078125,170058.703125
179875.3125,174309.375,203950.015625,201891.25,161215.265625,160424.734375,155139.984375,170069.609375
179877.90625,174314.921875,203952.4375,201894.734375,161236.015625,160426.796875,155139.078125,170073.453125
179871.015625,174300.078125,203942.953125,201890.625,161228.765625,160413.109375,155136.140625,170072.015625
179867.453125,174298.734375,203937.234375,201884.625,161205.796875,160408.28125,155136.140625,170069.515625
179873.34375,174310.171875,203944.390625,201890.625,161205.53125,160422.328125,155152.578125,170082.5625
179876.03125,174311.421875,203946.0,201893.578125,161223.3125,160428.40625,155159.296875,170090.53125
179871.46875,174306.6875,203939.5625,201889.640625,161235.390625,160426.34375,155145.875,170077.109375
179871.296875,174310.09375,203940.640625,201892.046875,161242.1875,160439.75,155168.765625,170089.0
179877.640625,174320.28125,203945.46875,201901.265625,161230.921875,160444.671875,155175.46875,170097.3125
179880.328125,174326.890625,203947.078125,201900.546875,161221.171875,160446.28125,155159.296875,170091.515625
179879.421875,174326.53125,203945.28125,201894.203125,161231.453125,160442.265625,155163.84375,170098.296875
179867.453125,174314.015625,203933.21875,201883.109375,161242.90625,160433.5,155154.28125,170089.09375
179860.5625,174297.84375,203920.421875,201871.484375,161225.28125,160412.671875,155108.234375,170056.109375
179859.9375,174296.40625,203916.40625,201870.328125,161204.359375,160404.890625,155112.171875,170062.0
179871.46875,174309.015625,203925.078125,201877.921875,161205.609375,160420.984375,155134.609375,170073.71875
179879.78125,174320.453125,203933.390625,201883.46875,161223.859375,160430.640625,155130.59375,170080.0625
179883.1875,174322.6875,203937.59375,201885.34375,161244.515625,160432.6875,155129.078125,170081.21875
179889.796875,174328.234375,203943.046875,201888.46875,161249.609375,160437.4375,155139.796875,170082.5625
179884.171875,174320.546875,203934.828125,201881.40625,161226.625,160435.546875,155138.90625,170077.828125
179883.09375,174323.671875,203932.9375,201878.375,161216.96875,160436.71875,155141.40625,170080.875
179900.4375,174339.0625,203949.21875,201896.078125,161247.640625,160453.4375,155165.109375,170099.734375
179905.890625,174348.078125,203954.3125,201902.328125,161272.84375,160458.890625,155173.328125,170105.90625
179895.25,174335.75,203942.515625,201893.484375,161263.1875,160448.078125,155160.984375,170101.25
179895.703125,174330.109375,203940.09375,201890.984375,161245.40625,160450.125,155167.875,170101.96875
179905.890625,174340.75,203947.15625,201896.796875,161244.421875,160463.453125,155182.09375,170107.0625
179923.234375,174355.5,203962.890625,201913.234375,161271.328125,160478.734375,155194.96875,170122.796875
179908.390625,174341.109375,203947.15625,201897.328125,161274.375,160457.90625,155178.25,170109.65625
179910.0,174344.859375,203946.796875,201899.921875,161276.25,160458.265625,155182.984375,170113.5
179908.3125,174349.6875,203942.328125,201889.1875,161257.734375,160461.21875,155190.046875,170113.140625
179919.03125,174356.40625,203951.71875,201901.0,161260.25,160481.15625,155209.0,170127.453125
179928.15625,174369.1875,203962.1875,201910.828125,161283.84375,160500.46875,155230.640625,170140.6875
179926.28125,174366.328125,203959.140625,201912.265625,161295.375,160484.734375,155201.21875,170133.4375
179919.578125,174358.640625,203953.328125,201912.078125,161293.6875,160474.625,155216.25,170150.78125
179916.625,174369.359375,203949.03125,201902.953125,161273.390625,160478.375,155223.21875,170138.453125
179912.59375,174358.28125,203939.375,201888.921875,161248.53125,160468.90625,155182.8125,170096.15625
179910.8125,174335.921875,203933.84375,201888.46875,161250.765625,160450.9375,155140.6875,170089.625
179907.234375,174334.140625,203929.640625,201884.984375,161263.828125,160435.734375,155131.578125,170091.15625
179903.65625,174339.6875,203928.296875,201882.125,161267.3125,160437.34375,155153.21875,170100.625
179913.578125,174348.0,203935.890625,201891.0625,161261.671875,160454.953125,155157.40625,170102.953125
179914.46875,174343.96875,203933.65625,201889.734375,161251.390625,160460.40625,155167.25,170108.046875
179900.078125,174330.828125,203919.265625,201877.5625,161250.953125,160452.546875,155165.546875,170103.578125
179923.859375,174361.9375,203946.453125,201903.671875,161299.671875,160483.65625,155202.65625,170135.671875
179932.265625,174378.3125,203956.375,201912.703125,161312.015625,160499.296875,155215.796875,170146.21875
179929.859375,174367.84375,203952.4375,201913.953125,161289.84375,160494.5625,155212.84375,170141.671875
179931.640625,174367.390625,203951.71875,201904.484375,161274.734375,160490.546875,155213.46875,170139.34375
179946.390625,174383.140625,203963.609375,201913.875,161293.6875,160499.03125,155222.046875,170148.734375
179945.953125,174381.96875,203961.28125,201913.0625,161309.234375,160496.265625,155216.6875,170145.421875
179947.109375,174387.0625,203961.375,201912.4375,161311.921875,160496.625,155219.1875,170147.65625
179950.953125,174382.5,203959.953125,201912.53125,161295.46875,160502.4375,155223.3125,170150.78125
179958.640625,174385.09375,203966.296875,201918.875,161290.90625,160504.9375,155240.921875,170162.9375
179962.578125,174392.15625,203972.109375,201922.890625,161307.890625,160509.765625,155247.0,170169.296875
179955.515625,174385.375,203964.859375,201915.203125,161319.875,160500.640625,155221.96875,170153.640625
179955.0625,174394.84375,203965.84375,201917.171875,161330.078125,160512.71875,155247.71875,170166.875
179955.609375,174391.8125,203965.21875,201920.296875,161320.0625,160530.0625,155283.65625,170187.359375
179962.484375,174397.890625,203969.421875,201925.765625,161312.71875,160531.578125,155275.15625,170194.6875
179946.125,174378.3125,203947.78125,201896.515625,161290.546875,160496.4375,155187.625,170121.015625
179933.25,174363.109375,203932.40625,201881.328125,161290.734375,160467.390625,155151.6875,170103.40625
179942.640625,174378.75,203942.59375,201896.703125,161310.21875,160485.625,155194.703125,170139.15625
179948.1875,174387.515625,203949.390625,201910.5625,161305.03125,160507.703125,155219.1875,170151.140625
179951.125,174387.78125,203948.5,201899.390625,161290.734375,160501.265625,155212.671875,170145.328125
179966.0625,174401.8125,203962.984375,201911.8125,161314.6875,160508.234375,155228.484375,170167.59375
179970.171875,174409.234375,203969.421875,201918.609375,161342.765625,160526.578125,155247.453125,170176.359375
179969.453125,174407.0,203966.46875,201915.203125,161340.4375,160526.03125,155234.484375,170165.71875
179961.59375,174398.875,203956.640625,201906.265625,161314.609375,160511.28125,155226.796875,170160.4375
179961.765625,174399.765625,203955.125,201906.890625,161306.015625,160516.828125,155238.234375,170168.046875
179988.59375,174429.359375,203980.953125,201931.84375,161341.421875,160546.953125,155264.96875,170194.140625
179992.890625,174432.84375,203983.640625,201934.78125,161366.453125,160554.015625,155270.6875,170197.90625
179975.8125,174421.21875,203967.8125,201918.78125,161352.515625,160535.515625,155254.15625,170183.328125
179977.421875,174426.40625,203968.0,201919.953125,161334.71875,160539.890625,155255.5,170180.015625
179984.390625,174419.875,203971.390625,201926.203125,161329.796875,160553.21875,155265.15625,170186.546875
179980.453125,174416.125,203967.8125,201923.4375,161337.578125,160545.34375,155264.515625,170187.625
179975.453125,174420.140625,203964.6875,201916.8125,161351.34375,160540.25,155258.4375,170182.078125
179972.140625,174407.90625,203958.6875,201914.3125,161351.078125,160535.6875,155262.828125,170186.09375
179979.734375,174423.09375,203965.84375,201921.640625,161344.375,160545.609375,155279.546875,170199.25
179989.125,174438.75,203974.78125,201928.890625,161342.140625,160554.90625,155291.34375,170214.71875
179991.546875,174434.1875,203972.546875,201923.796875,161347.6875,160553.125,155276.5,170195.3125
180002.359375,174441.421875,203981.140625,201937.109375,161377.015625,160572.796875,155289.375,170206.125
179999.40625,174436.515625,203976.125,201926.5625,161372.265625,160559.03125,155277.84375,170197.984375
179990.203125,174425.328125,203963.25,201907.875,161334.8125,160537.03125,155231.53125,170164.734375
180000.484375,174430.78125,203970.046875,201914.40625,161325.328125,160523.4375,155227.15625,170168.390625
180012.203125,174442.140625,203981.671875,201925.671875,161348.9375,160540.078125,155266.046875,170198.078125
180003.4375,174431.953125,203971.921875,201918.78125,161359.84375,160537.296875,155255.5,170182.34375
180013.0,174442.234375,203978.359375,201924.328125,161367.984375,160542.84375,155249.328125,170181.625
180044.203125,174472.1875,204004.03125,201951.421875,161375.484375,160566.53125,155263.1875,170208.546875
180049.75,174477.8125,204007.78125,201955.4375,161372.453125,160581.734375,155286.15625,170224.09375
180035.796875,174475.3125,203997.5,201946.046875,161375.9375,160578.34375,155284.8125,170220.34375
180027.578125,174466.640625,203986.859375,201937.734375,161386.671875,160569.484375,155281.515625,170214.0
180021.578125,174452.328125,203977.5625,201931.921875,161381.296875,160559.109375,155279.359375,170211.671875
180022.203125,174449.5625,203975.40625,201933.265625,161363.15625,160561.4375,155285.265625,170215.0625
180021.140625,174448.9375,203972.015625,201933.53125,161348.578125,160564.75,155286.78125,170213.375
180025.078125,174457.875,203975.6875,201930.5,161363.859375,160577.796875,155290.71875,170216.671875
180021.3125,174454.5625,203972.015625,201926.203125,161379.609375,160566.265625,155287.328125,170214.890625
180021.859375,174452.609375,203969.15625,201923.171875,161381.390625,160562.328125,155288.125,170213.8125
180023.109375,174444.90625,203968.53125,201925.84375,161368.421875,160572.703125,155296.984375,170221.5
180029.359375,174455.1875,203975.140625,201932.375,161363.78125,160579.59375,155312.625,170233.671875
180027.65625,174455.28125,203973.0,201928.34375,161373.25,160578.421875,155307.890625,170226.953125
180022.296875,174456.359375,203969.609375,201923.515625,161386.3125,160571.28125,155290.625,170214.984375
180020.515625,174451.078125,203967.453125,201925.125,161389.96875,160569.21875,155299.484375,170225.078125
180024.890625,174456.625,203972.28125,201934.25,161385.859375,160585.765625,155331.9375,170251.546875
180024.171875,174455.375,203969.78125,201930.671875,161368.515625,160586.203125,155313.609375,170236.609375
180011.578125,174446.078125,203955.46875,201910.109375,161356.359375,160564.75,155271.578125,170194.328125
180013.625,174452.0625,203957.265625,201912.078125,161377.375,160561.34375,155273.1875,170200.5
180025.78125,174455.1875,203967.8125,201923.078125,161395.609375,160572.53125,155306.453125,170233.21875
180031.859375,174462.53125,203967.640625,201920.578125,161374.953125,160574.046875,155290.890625,170214.265625
180022.390625,174453.234375,203953.953125,201906.171875,161344.375,160558.046875,155254.953125,170188.25
180020.328125,174449.203125,203953.0625,201906.171875,161356.890625,160562.328125,155271.140625,170202.1875
180071.5625,174508.65625,204005.984375,201955.265625,161430.65625,160619.828125,155334.265625,170258.4375
180074.609375,174512.328125,204008.21875,201964.46875,161437.625,160627.328125,155339.265625,170263.609375
180064.859375,174503.921875,203995.4375,201943.375,161409.90625,160619.109375,155331.75,170255.65625
180066.46875,174500.875,203994.015625,201946.40625,161396.859375,160615.4375,155331.9375,170257.359375
180072.90625,174506.25,204000.71875,201950.875,161411.15625,160619.640625,155334.890625,170254.5
180062.625,174494.171875,203991.59375,201942.65625,161421.53125,160612.84375,155324.515625,170247.796875
180056.28125,174490.421875,203985.15625,201935.140625,161416.53125,160598.984375,155316.828125,170242.25
180061.015625,174498.375,203987.65625,201938.453125,161402.578125,160597.109375,155322.8125,170244.9375
180065.578125,174495.875,203989.546875,201944.53125,161392.921875,160600.515625,155329.34375,170252.0
180072.015625,174492.296875,203993.203125,201949.359375,161405.703125,160609.71875,155335.328125,170260.125
180067.625,174490.328125,203989.453125,201943.46875,161422.34375,160604.359375,155345.25,170269.421875
180060.390625,174488.28125,203983.546875,201937.109375,161423.046875,160598.0,155343.375,170266.5625
180064.59375,174496.40625,203984.71875,201938.640625,161409.734375,160604.71875,155339.359375,170255.296875
180066.46875,174497.484375,203984.625,201938.640625,161400.34375,160615.359375,155343.203125,170252.0
180053.6875,174480.3125,203971.65625,201927.8125,161397.21875,160603.640625,155328.890625,170242.78125
180031.953125,174454.125,203949.21875,201907.25,161390.421875,160569.21875,155276.0625,170209.171875
180038.75,174466.453125,203956.8125,201911.453125,161403.390625,160577.0,155298.671875,170224.015625
180073.171875,174497.21875,203986.140625,201940.78125,161416.171875,160611.421875,155323.53125,170245.734375
180099.28125,174521.625,204009.5625,201963.671875,161423.6875,160626.078125,155332.46875,170268.71875
180087.484375,174515.984375,203999.46875,201947.125,161424.125,160618.21875,155341.953125,170272.375
180103.296875,174532.890625,204014.3125,201959.734375,161457.75,160640.296875,155357.5,170278.8125
180105.1875,174536.90625,204013.59375,201957.859375,161461.328125,160644.046875,155353.578125,170275.421875
180099.90625,174527.609375,204002.765625,201948.28125,161433.6875,160632.421875,155340.34375,170265.046875
180100.984375,174524.75,204000.8125,201948.828125,161421.0,160628.3125,155349.1875,170271.390625
180096.78125,174531.015625,203999.28125,201946.140625,161429.9375,160631.984375,155346.15625,170271.3125
180087.390625,174526.71875,203994.71875,201945.0625,161446.296875,160625.984375,155346.328125,170269.703125
180076.125,174502.140625,203981.9375,201932.734375,161441.65625,160616.25,155341.40625,170263.703125
180077.546875,174508.921875,203982.296875,201932.734375,161428.6875,160620.71875,155348.65625,170267.8125
180085.59375,174513.3125,203987.9375,201938.0,161422.34375,160633.40625,155357.953125,170275.953125
180091.046875,174524.484375,203994.1875,201942.484375,161434.859375,160632.609375,155362.6875,170282.125
180088.375,174515.1875,203991.328125,201945.78125,161456.3125,160634.3125,155368.140625,170288.375
180088.8125,174519.125,203991.6875,201946.140625,161462.75,160637.796875,155372.703125,170292.578125
180084.703125,174511.4375,203982.125,201937.03125,161437.265625,160622.6875,155359.921875,170281.765625
180088.90625,174514.921875,203983.640625,201940.25,161425.828125,160627.328125,155366.890625,170284.8125
180102.046875,174529.84375,203995.34375,201952.3125,161445.40625,160640.296875,155380.125,170292.40625
180102.3125,174528.59375,203995.984375,201945.421875,161466.421875,160643.609375,155385.125,170303.140625
180096.78125,174523.953125,203991.6875,201945.0625,161470.625,160648.078125,155386.921875,170298.671875
180092.03125,174522.96875,203985.34375,201936.671875,161445.3125,160640.921875,155372.4375,170271.390625
180090.34375,174515.453125,203978.28125,201927.71875,161417.953125,160622.5,155328.0,170247.25
180093.46875,174516.265625,203979.890625,201928.265625,161427.34375,160621.875,155331.75,170258.515625
180107.328125,174537.0,203997.140625,201944.359375,161466.859375,160642.265625,155366.171875,170288.03125
180103.125,174532.0,203990.171875,201939.609375,161466.859375,160643.25,155360.8125,170280.609375
180118.5,174545.765625,204002.234375,201954.375,161465.078125,160665.234375,155390.671875,170305.8125
180122.34375,174560.96875,204006.609375,201956.515625,161455.6875,160663.28125,155397.296875,170313.5
180112.421875,174544.609375,203994.1875,201942.75,161448.453125,160647.625,155360.8125,170288.65625
180103.125,174521.359375,203986.328125,201936.21875,161461.40625,160639.84375,155359.734375,170291.15625
180109.296875,174538.609375,203994.09375,201940.59375,161476.4375,160650.125,155373.59375,170296.25
180114.03125,174546.5625,203997.3125,201944.890625,161467.125,160655.140625,155382.265625,170299.375
180121.0,174552.921875,204002.765625,201952.671875,161458.734375,160658.453125,155388.34375,170311.625
180132.984375,174566.5,204012.421875,201959.828125,161475.453125,160670.875,155397.296875,170316.28125
180135.75,174572.765625,204015.015625,201959.015625,161497.703125,160674.453125,155398.1875,170315.46875
180120.109375,174551.484375,203997.046875,201942.125,161487.15625,160657.90625,155381.375,170299.46875
180124.3125,174555.328125,203998.390625,201949.546875,161475.625,160665.78125,155393.171875,170308.046875
180134.953125,174567.671875,204006.171875,201950.96875,161472.046875,160681.15625,155410.53125,170321.015625
180144.421875,174575.71875,204015.015625,201961.34375,161488.765625,160696.171875,155423.125,170332.734375
180143.265625,174578.84375,204014.65625,201961.34375,161506.46875,160693.5,155413.296875,170333.796875
180140.5,174570.171875,204009.390625,201960.453125,161510.5,160686.25,155417.59375,170336.75
180142.90625,174571.0625,204008.671875,201965.09375,161500.84375,160694.828125,155437.25,170349.265625
180141.921875,174571.875,204002.6875,201953.5625,161478.484375,160687.765625,155422.953125,170328.4375
180133.609375,174556.3125,203991.78125,201940.0625,161468.5625,160672.578125,155378.875,170289.09375
180131.640625,174552.734375,203990.703125,201940.953125,161485.546875,160668.640625,155377.796875,170291.0625
180129.859375,174553.09375,203989.1875,201941.21875,161493.59375,160669.796875,155394.078125,170307.25
180127.359375,174555.234375,203984.53125,201934.515625,161475.0,160671.859375,155394.96875,170298.21875
180138.171875,174566.78125,203992.9375,201941.140625,161467.484375,160676.6875,155396.578125,170302.78125
180162.578125,174589.84375,204016.71875,201966.890625,161496.640625,160694.65625,155414.1875,170326.921875
180162.3125,174591.890625,204021.015625,201967.78125,161528.203125,160715.671875,155442.890625,170343.1875
180165.265625,174592.34375,204023.875,201970.734375,161534.546875,160704.671875,155431.171875,170345.25
180156.765625,174585.375,204011.71875,201961.875,161502.53125,160674.890625,155400.78125,170330.5
180150.15625,174575.984375,204002.953125,201947.484375,161485.8125,160681.25,155414.640625,170332.8125
180161.59375,174589.75,204014.21875,201961.703125,161503.703125,160697.96875,155431.0,170345.421875
180160.515625,174595.828125,204014.84375,201962.421875,161522.75,160700.375,155421.25,170341.21875
180155.34375,174587.34375,204010.109375,201957.234375,161526.765625,160705.390625,155421.96875,170335.859375
180157.03125,174585.734375,204008.9375,201957.671875,161511.5625,160698.859375,155429.296875,170340.234375
180165.0,174597.078125,204015.28125,201963.3125,161504.234375,160707.4375,155437.078125,170345.0625
180167.3125,174606.5625,204019.765625,201966.96875,161515.859375,160713.78125,155441.453125,170350.34375
180155.421875,174595.296875,204010.46875,201960.359375,161531.421875,160704.84375,155449.953125,170356.421875
180143.09375,174581.96875,203998.03125,201951.421875,161532.40625,160703.59375,155450.21875,170354.28125
180152.03125,174589.390625,204002.859375,201955.265625,161522.296875,160710.921875,155446.375,170353.109375
180159.890625,174597.4375,204008.859375,201959.734375,161513.796875,160715.84375,155454.15625,170360.265625
180151.671875,174590.203125,203999.109375,201951.5,161508.265625,160704.484375,155428.3125,170344.171875
180159.625,174597.0,204004.921875,201956.0625,161534.546875,160708.15625,155438.328125,170350.703125
180151.84375,174585.375,203996.78125,201948.828125,161537.578125,160707.625,155451.5625,170357.21875
180144.15625,174581.703125,203985.96875,201938.359375,161510.046875,160705.109375,155425.015625,170330.9375
180154.984375,174596.015625,203994.640625,201951.234375,161500.84375,160708.515625,155419.28125,170336.484375
180160.078125,174589.578125,203997.859375,201955.984375,161512.28125,160709.3125,155439.671875,170358.296875
180167.40625,174599.59375,204005.0,201957.234375,161539.640625,160719.328125,155453.265625,170373.234375
180165.265625,174596.546875,204002.5,201956.609375,161542.59375,160718.078125,155439.046875,170361.78125
180168.921875,174602.0,204002.421875,201957.40625,161529.09375,160721.65625,155444.40625,170360.4375
180178.3125,174610.859375,204007.421875,201961.515625,161519.796875,160722.8125,155463.90625,170375.90625
180173.3125,174601.46875,203999.734375,201957.234375,161519.609375,160717.984375,155456.5625,170368.671875
180172.6875,174595.46875,203996.609375,201954.640625,161534.640625,160712.984375,155447.71875,170364.734375
180166.25,174593.78125,203993.5625,201950.25,161542.59375,160717.359375,155457.015625,170371.625
180156.953125,174585.640625,203983.1875,201936.75,161517.109375,160705.46875,155437.703125,170347.65625
180159.453125,174584.921875,203984.171875,201940.875,161502.09375,160706.453125,155436.546875,170350.96875
180159.359375,174586.71875,203984.984375,201944.359375,161511.125,160711.375,155454.25,170361.515625
180165.0,174598.0625,203992.3125,201951.421875,161539.015625,160719.59375,155465.59375,170377.4375
